"No.","Time","Source","Destination","Protocol","Length","Info"
"16521","393.117473","192.168.0.6","20.189.172.32","TCP","54","57937  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16522","393.118097","192.168.0.6","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"16523","393.193259","20.189.172.32","192.168.0.6","TCP","66","443  >  57939 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"16524","393.193382","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16525","393.193579","192.168.0.6","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16526","393.199696","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16527","393.230999","192.168.0.6","13.107.5.93","TCP","54","57921  >  443 [FIN, ACK] Seq=1468 Ack=8360 Win=65280 Len=0"
"16528","393.238161","142.250.79.78","192.168.0.6","QUIC","534","Protected Payload (KP0)"
"16529","393.238497","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16530","393.241015","142.250.79.78","192.168.0.6","QUIC","139","Protected Payload (KP0)"
"16531","393.241122","192.168.0.6","142.250.79.78","QUIC","77","Protected Payload (KP0), DCID=e6b25ff2f261f967"
"16532","393.243462","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16533","393.280283","13.107.5.93","192.168.0.6","TCP","56","443  >  57921 [ACK] Seq=8360 Ack=1469 Win=4194816 Len=0"
"16534","393.280283","13.107.5.93","192.168.0.6","TCP","60","443  >  57921 [FIN, ACK] Seq=8360 Ack=1469 Win=4194816 Len=0"
"16535","393.280384","192.168.0.6","13.107.5.93","TCP","54","57921  >  443 [ACK] Seq=1469 Ack=8361 Win=65280 Len=0"
"16536","393.293400","142.250.79.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"16537","393.297141","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16538","393.316265","20.189.172.32","192.168.0.6","TCP","56","443  >  57937 [ACK] Seq=4511 Ack=1262 Win=4193536 Len=0"
"16539","393.316265","20.189.172.32","192.168.0.6","TCP","56","[TCP Dup ACK 16538#1] 443  >  57937 [ACK] Seq=4511 Ack=1262 Win=4193536 Len=0"
"16540","393.316461","20.189.172.32","192.168.0.6","TLSv1.3","157","Application Data"
"16541","393.316651","20.189.172.32","192.168.0.6","TLSv1.3","403","Application Data"
"16542","393.316700","192.168.0.6","20.189.172.32","TCP","54","57937  >  443 [ACK] Seq=1262 Ack=4963 Win=65024 Len=0"
"16543","393.316953","20.189.172.32","192.168.0.6","TLSv1.3","81","Application Data"
"16544","393.316991","192.168.0.6","20.189.172.32","TCP","54","57937  >  443 [ACK] Seq=1262 Ack=4991 Win=65024 Len=0"
"16545","393.318441","192.168.0.6","20.189.172.32","TLSv1.3","78","Application Data"
"16546","393.318806","192.168.0.6","20.189.172.32","TCP","54","57937  >  443 [FIN, ACK] Seq=1286 Ack=4991 Win=65024 Len=0"
"16547","393.324538","192.168.0.6","200.61.188.26","UDP","154","56505  >  19192 Len=112"
"16548","393.324549","192.168.0.6","181.30.140.134","DNS","101","Standard query 0x630a A westus-0.in.applicationinsights.azure.com"
"16549","393.340437","181.30.140.134","192.168.0.6","DNS","248","Standard query response 0x630a A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.32"
"16550","393.346228","200.61.188.26","192.168.0.6","UDP","605","19192  >  56505 Len=563"
"16551","393.347153","192.168.0.6","20.189.172.32","TCP","66","57941  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16552","393.348839","192.168.0.6","200.61.188.26","UDP","127","56505  >  19192 Len=85"
"16553","393.348933","192.168.0.6","181.30.140.134","DNS","74","Standard query 0xb913 A api.github.com"
"16554","393.363236","181.30.140.134","192.168.0.6","DNS","90","Standard query response 0xb913 A api.github.com A 20.201.28.148"
"16555","393.369301","200.61.188.26","192.168.0.6","UDP","590","19192  >  56505 Len=548"
"16556","393.370243","192.168.0.6","13.70.79.200","TCP","54","57886  >  443 [FIN, ACK] Seq=2723 Ack=6672 Win=64512 Len=0"
"16557","393.370340","192.168.0.6","40.71.11.167","TCP","54","57884  >  443 [FIN, ACK] Seq=2655 Ack=6272 Win=65280 Len=0"
"16558","393.370605","192.168.0.6","20.201.28.148","TCP","66","57942  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16559","393.372540","192.168.0.6","13.107.5.93","TCP","54","57923  >  443 [FIN, ACK] Seq=1483 Ack=6811 Win=64768 Len=0"
"16560","393.408152","20.189.172.32","192.168.0.6","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"16561","393.408846","192.168.0.6","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16562","393.425100","20.201.28.148","192.168.0.6","TCP","66","443  >  57942 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
"16563","393.425229","192.168.0.6","20.201.28.148","TCP","54","57942  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16564","393.425800","192.168.0.6","20.201.28.148","TLSv1.3","1857","Client Hello (SNI=api.github.com)"
"16565","393.432879","13.107.5.93","192.168.0.6","TCP","56","443  >  57923 [ACK] Seq=6811 Ack=1484 Win=4194816 Len=0"
"16566","393.432879","13.107.5.93","192.168.0.6","TCP","60","443  >  57923 [FIN, ACK] Seq=6811 Ack=1484 Win=4194816 Len=0"
"16567","393.432940","192.168.0.6","13.107.5.93","TCP","54","57923  >  443 [ACK] Seq=1484 Ack=6812 Win=64768 Len=0"
"16568","393.450583","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16569","393.479838","20.201.28.148","192.168.0.6","TCP","56","443  >  57942 [ACK] Seq=1 Ack=1804 Win=71680 Len=0"
"16570","393.480739","20.201.28.148","192.168.0.6","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"16571","393.480921","20.201.28.148","192.168.0.6","TCP","1490","443  >  57942 [PSH, ACK] Seq=1437 Ack=1804 Win=71680 Len=1436 [TCP PDU reassembled in 16573]"
"16572","393.480984","192.168.0.6","20.201.28.148","TCP","54","57942  >  443 [ACK] Seq=1804 Ack=2873 Win=65280 Len=0"
"16573","393.481311","20.201.28.148","192.168.0.6","TLSv1.3","671","Application Data, Application Data, Application Data"
"16574","393.482772","192.168.0.6","20.201.28.148","TLSv1.3","118","Change Cipher Spec, Application Data"
"16575","393.482916","192.168.0.6","20.201.28.148","TLSv1.3","146","Application Data"
"16576","393.483057","192.168.0.6","20.201.28.148","TLSv1.3","385","Application Data"
"16577","393.493011","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16578","393.513757","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16579","393.514039","192.168.0.6","13.107.5.93","TCP","54","57924  >  443 [FIN, ACK] Seq=1476 Ack=6787 Win=64768 Len=0"
"16580","393.521475","20.189.172.32","192.168.0.6","TCP","56","443  >  57937 [ACK] Seq=4991 Ack=1287 Win=4193536 Len=0"
"16581","393.536467","20.201.28.148","192.168.0.6","TLSv1.3","212","Application Data, Application Data"
"16582","393.536576","192.168.0.6","20.201.28.148","TCP","54","57942  >  443 [ACK] Seq=2291 Ack=3648 Win=64512 Len=0"
"16583","393.536797","20.201.28.148","192.168.0.6","TLSv1.3","118","Application Data"
"16584","393.537098","192.168.0.6","20.201.28.148","TLSv1.3","85","Application Data"
"16585","393.538709","40.71.11.167","192.168.0.6","TCP","56","443  >  57884 [ACK] Seq=6272 Ack=2656 Win=4194048 Len=0"
"16586","393.538709","40.71.11.167","192.168.0.6","TCP","60","443  >  57884 [FIN, ACK] Seq=6272 Ack=2656 Win=4194048 Len=0"
"16587","393.538817","192.168.0.6","40.71.11.167","TCP","54","57884  >  443 [ACK] Seq=2656 Ack=6273 Win=65280 Len=0"
"16588","393.548501","20.189.172.32","192.168.0.6","TCP","66","443  >  57941 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"16589","393.548653","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16590","393.549683","192.168.0.6","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16591","393.559350","13.107.5.93","192.168.0.6","TCP","56","443  >  57924 [ACK] Seq=6787 Ack=1477 Win=4194816 Len=0"
"16592","393.559350","13.107.5.93","192.168.0.6","TCP","60","443  >  57924 [FIN, ACK] Seq=6787 Ack=1477 Win=4194816 Len=0"
"16593","393.559532","192.168.0.6","13.107.5.93","TCP","54","57924  >  443 [ACK] Seq=1477 Ack=6788 Win=64768 Len=0"
"16594","393.561470","192.168.0.6","13.107.5.93","TCP","54","57925  >  443 [FIN, ACK] Seq=1467 Ack=7586 Win=64000 Len=0"
"16595","393.572205","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16596","393.578313","20.201.28.148","192.168.0.6","TCP","56","443  >  57942 [ACK] Seq=3712 Ack=2291 Win=74752 Len=0"
"16597","393.593131","20.201.28.148","192.168.0.6","TCP","56","443  >  57942 [ACK] Seq=3712 Ack=2322 Win=74752 Len=0"
"16598","393.617440","13.107.5.93","192.168.0.6","TCP","56","443  >  57925 [ACK] Seq=7586 Ack=1468 Win=4194816 Len=0"
"16599","393.617440","13.107.5.93","192.168.0.6","TCP","60","443  >  57925 [FIN, ACK] Seq=7586 Ack=1468 Win=4194816 Len=0"
"16600","393.617537","192.168.0.6","13.107.5.93","TCP","54","57925  >  443 [ACK] Seq=1468 Ack=7587 Win=64000 Len=0"
"16601","393.621938","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 "
"16602","393.623356","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"16603","393.624112","192.168.0.1","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1 "
"16604","393.624112","20.189.172.32","192.168.0.6","TLSv1.3","1504","Server Hello"
"16605","393.624455","20.189.172.32","192.168.0.6","TCP","1504","443  >  57939 [ACK] Seq=1550 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16609]"
"16606","393.624502","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [ACK] Seq=964 Ack=3000 Win=65280 Len=0"
"16607","393.624936","20.189.172.32","192.168.0.6","TCP","1504","443  >  57939 [ACK] Seq=3000 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16609]"
"16608","393.624936","192.168.0.1","239.255.255.250","SSDP","391","NOTIFY * HTTP/1.1 "
"16609","393.624936","20.189.172.32","192.168.0.6","TLSv1.3","115","Application Data"
"16610","393.625068","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16611","393.626152","192.168.0.6","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"16612","393.649667","192.168.0.6","20.189.172.32","TCP","66","57944  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16613","393.695267","13.70.79.200","192.168.0.6","TCP","60","443  >  57886 [RST, ACK] Seq=6672 Ack=2724 Win=0 Len=0"
"16614","393.701214","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16615","393.744983","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16616","393.749369","20.189.172.32","192.168.0.6","TCP","56","443  >  57941 [ACK] Seq=1 Ack=518 Win=4194304 Len=0"
"16617","393.749612","20.189.172.32","192.168.0.6","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"16618","393.750170","192.168.0.6","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16619","393.779364","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16620","393.838268","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16621","393.839131","20.189.172.32","192.168.0.6","TCP","56","443  >  57939 [ACK] Seq=4511 Ack=1262 Win=4193536 Len=0"
"16622","393.839246","20.189.172.32","192.168.0.6","TLSv1.3","157","Application Data"
"16623","393.839356","20.189.172.32","192.168.0.6","TLSv1.3","403","Application Data"
"16624","393.839413","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [ACK] Seq=1262 Ack=4963 Win=65024 Len=0"
"16625","393.839676","20.189.172.32","192.168.0.6","TLSv1.3","81","Application Data"
"16626","393.839754","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [ACK] Seq=1262 Ack=4991 Win=65024 Len=0"
"16627","393.839879","192.168.0.6","20.189.172.32","TLSv1.3","78","Application Data"
"16628","393.839995","192.168.0.6","20.189.172.32","TCP","54","57939  >  443 [FIN, ACK] Seq=1286 Ack=4991 Win=65024 Len=0"
"16629","393.857881","20.189.172.32","192.168.0.6","TCP","66","443  >  57944 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"16630","393.858018","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16631","393.858750","192.168.0.6","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16632","393.884221","20.201.28.148","192.168.0.6","TLSv1.3","1490","Application Data"
"16633","393.884221","20.201.28.148","192.168.0.6","TLSv1.3","429","Application Data"
"16634","393.884322","192.168.0.6","20.201.28.148","TCP","54","57942  >  443 [ACK] Seq=2322 Ack=5523 Win=65280 Len=0"
"16635","393.886275","192.168.0.6","20.201.28.148","TLSv1.3","177","Application Data"
"16636","393.941661","20.201.28.148","192.168.0.6","TCP","56","443  >  57942 [ACK] Seq=5523 Ack=2445 Win=74752 Len=0"
"16637","393.950638","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16638","393.952677","20.189.172.32","192.168.0.6","TLSv1.3","1504","Server Hello"
"16639","393.953056","20.189.172.32","192.168.0.6","TCP","1504","443  >  57941 [ACK] Seq=1550 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16642]"
"16640","393.953122","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [ACK] Seq=964 Ack=3000 Win=65280 Len=0"
"16641","393.953351","20.189.172.32","192.168.0.6","TCP","1504","443  >  57941 [ACK] Seq=3000 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16642]"
"16642","393.953351","20.189.172.32","192.168.0.6","TLSv1.3","115","Application Data"
"16643","393.953399","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16644","393.954174","192.168.0.6","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"16645","393.994477","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16646","394.044028","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16647","394.054958","20.189.172.32","192.168.0.6","TCP","56","[TCP Dup ACK 16621#1] 443  >  57939 [ACK] Seq=4991 Ack=1262 Win=4193536 Len=0"
"16648","394.055494","20.189.172.32","192.168.0.6","TCP","56","443  >  57939 [ACK] Seq=4991 Ack=1287 Win=4193536 Len=0"
"16649","394.064571","20.189.172.32","192.168.0.6","TCP","56","443  >  57944 [ACK] Seq=1 Ack=518 Win=4194304 Len=0"
"16650","394.065647","20.189.172.32","192.168.0.6","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"16651","394.066113","192.168.0.6","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16652","394.104925","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16653","394.137557","192.168.0.6","13.107.5.93","TCP","54","57926  >  443 [FIN, ACK] Seq=1484 Ack=6787 Win=64768 Len=0"
"16654","394.151245","20.201.28.148","192.168.0.6","TLSv1.3","1490","Application Data"
"16655","394.151354","20.201.28.148","192.168.0.6","TLSv1.3","634","Application Data"
"16656","394.151396","192.168.0.6","20.201.28.148","TCP","54","57942  >  443 [ACK] Seq=2445 Ack=7539 Win=65280 Len=0"
"16657","394.155886","20.189.172.32","192.168.0.6","TLSv1.3","157","Application Data"
"16658","394.156570","20.189.172.32","192.168.0.6","TLSv1.3","403","Application Data"
"16659","394.156610","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [ACK] Seq=1262 Ack=4963 Win=65024 Len=0"
"16660","394.156879","20.189.172.32","192.168.0.6","TLSv1.3","81","Application Data"
"16661","394.156947","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [ACK] Seq=1262 Ack=4991 Win=65024 Len=0"
"16662","394.161166","192.168.0.6","20.189.172.32","TLSv1.3","78","Application Data"
"16663","394.161941","192.168.0.6","20.189.172.32","TCP","66","57946  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16664","394.161987","192.168.0.6","20.189.172.32","TCP","54","57941  >  443 [FIN, ACK] Seq=1286 Ack=4991 Win=65024 Len=0"
"16665","394.189119","13.107.5.93","192.168.0.6","TCP","56","443  >  57926 [ACK] Seq=6787 Ack=1485 Win=4194816 Len=0"
"16666","394.189119","13.107.5.93","192.168.0.6","TCP","60","443  >  57926 [FIN, ACK] Seq=6787 Ack=1485 Win=4194816 Len=0"
"16667","394.189221","192.168.0.6","13.107.5.93","TCP","54","57926  >  443 [ACK] Seq=1485 Ack=6788 Win=64768 Len=0"
"16668","394.200474","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16669","394.243062","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16670","394.243127","192.168.0.6","200.61.188.26","UDP","154","56505  >  19192 Len=112"
"16671","394.243145","192.168.0.6","181.30.140.134","DNS","101","Standard query 0xa15e A westus-0.in.applicationinsights.azure.com"
"16672","394.257598","181.30.140.134","192.168.0.6","DNS","248","Standard query response 0xa15e A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.33"
"16673","394.263187","200.61.188.26","192.168.0.6","UDP","605","19192  >  56505 Len=563"
"16674","394.264033","192.168.0.6","20.189.172.32","TCP","66","57948  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16675","394.275936","20.189.172.32","192.168.0.6","TLSv1.3","1504","Server Hello"
"16676","394.276323","20.189.172.32","192.168.0.6","TCP","1504","443  >  57944 [ACK] Seq=1550 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16679]"
"16677","394.276419","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [ACK] Seq=964 Ack=3000 Win=65280 Len=0"
"16678","394.276636","20.189.172.32","192.168.0.6","TCP","1504","443  >  57944 [ACK] Seq=3000 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16679]"
"16679","394.276636","20.189.172.32","192.168.0.6","TLSv1.3","115","Application Data"
"16680","394.276730","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16681","394.278179","192.168.0.6","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"16682","394.307987","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16683","394.360195","20.189.172.32","192.168.0.6","TCP","66","443  >  57946 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"16684","394.360325","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16685","394.360634","192.168.0.6","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16686","394.361647","20.189.172.32","192.168.0.6","TCP","56","443  >  57941 [ACK] Seq=4991 Ack=1287 Win=4193536 Len=0"
"16687","394.366438","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16688","394.448105","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16689","394.465890","20.189.172.32","192.168.0.6","TCP","66","443  >  57948 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"16690","394.466025","192.168.0.6","20.189.172.32","TCP","54","57948  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"16691","394.484795","20.189.172.32","192.168.0.6","TLSv1.3","157","Application Data"
"16692","394.484913","20.189.172.32","192.168.0.6","TLSv1.3","403","Application Data"
"16693","394.484976","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [ACK] Seq=1262 Ack=4963 Win=65024 Len=0"
"16694","394.485310","20.189.172.32","192.168.0.6","TLSv1.3","81","Application Data"
"16695","394.485420","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [ACK] Seq=1262 Ack=4991 Win=65024 Len=0"
"16696","394.490494","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16697","394.512262","192.168.0.6","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16698","394.512668","192.168.0.6","20.189.172.32","TLSv1.3","78","Application Data"
"16699","394.512846","192.168.0.6","20.189.172.32","TCP","54","57944  >  443 [FIN, ACK] Seq=1286 Ack=4991 Win=65024 Len=0"
"16700","394.558995","20.189.172.32","192.168.0.6","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"16701","394.559575","192.168.0.6","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16702","394.572721","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16703","394.630442","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16704","394.635269","13.35.248.16","192.168.0.6","TLSv1.2","154","Application Data"
"16705","394.635543","192.168.0.6","13.35.248.16","TLSv1.2","158","Application Data"
"16706","394.688342","13.35.248.16","192.168.0.6","TCP","56","443  >  56035 [ACK] Seq=2001 Ack=2081 Win=149 Len=0"
"16707","394.696350","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"16708","394.713088","20.189.172.32","192.168.0.6","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"16709","394.713690","192.168.0.6","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"16710","394.719778","20.189.172.32","192.168.0.6","TCP","56","[TCP Dup ACK 16691#1] 443  >  57944 [ACK] Seq=4991 Ack=1262 Win=4193536 Len=0"
"16711","394.724601","20.189.172.32","192.168.0.6","TCP","56","443  >  57944 [ACK] Seq=4991 Ack=1287 Win=4193536 Len=0"
"16712","394.733586","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"16713","394.735813","192.168.0.7","224.0.0.251","MDNS","414","Standard query response 0x0000 PTR AI-PONT-SA-0df9257d67ab7bcbae376d778e400c54._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 0df9257d-67ab-7bcb-ae37-6d778e400c54.local A, cache flush 192.168.0.7"
"16714","394.758455","20.189.172.32","192.168.0.6","TLSv1.3","1504","Server Hello"
"16715","394.758785","20.189.172.32","192.168.0.6","TCP","1504","443  >  57946 [ACK] Seq=1550 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16718]"
"16716","394.758827","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [ACK] Seq=964 Ack=3000 Win=65280 Len=0"
"16717","394.759163","20.189.172.32","192.168.0.6","TCP","1504","443  >  57946 [ACK] Seq=3000 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16718]"
"16718","394.759163","20.189.172.32","192.168.0.6","TLSv1.3","115","Application Data"
"16719","394.759228","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16720","394.759857","192.168.0.6","20.189.172.32","TLSv1.3","789","Application Data, Application Data"
"16721","394.897339","192.168.0.6","142.250.79.142","QUIC","71","Protected Payload (KP0), DCID=f71c97a7e2e6f314"
"16722","394.916443","20.189.172.32","192.168.0.6","TLSv1.3","1504","Server Hello"
"16723","394.916778","20.189.172.32","192.168.0.6","TCP","1504","443  >  57948 [ACK] Seq=1550 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16726]"
"16724","394.916838","192.168.0.6","20.189.172.32","TCP","54","57948  >  443 [ACK] Seq=964 Ack=3000 Win=65280 Len=0"
"16725","394.917156","20.189.172.32","192.168.0.6","TCP","1504","443  >  57948 [ACK] Seq=3000 Ack=964 Win=4193792 Len=1450 [TCP PDU reassembled in 16726]"
"16726","394.917156","20.189.172.32","192.168.0.6","TLSv1.3","115","Application Data"
"16727","394.917191","192.168.0.6","20.189.172.32","TCP","54","57948  >  443 [ACK] Seq=964 Ack=4511 Win=65280 Len=0"
"16728","394.920700","192.168.0.6","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"16729","394.920936","192.168.0.6","20.189.172.32","TCP","66","57950  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"16730","394.925873","192.168.0.6","20.201.28.148","TLSv1.3","125","Application Data"
"16731","394.940316","142.250.79.142","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16732","394.963557","20.189.172.32","192.168.0.6","TCP","56","443  >  57946 [ACK] Seq=4511 Ack=1699 Win=4194816 Len=0"
"16733","394.963557","20.189.172.32","192.168.0.6","TCP","56","[TCP Dup ACK 16732#1] 443  >  57946 [ACK] Seq=4511 Ack=1699 Win=4194816 Len=0"
"16734","394.963745","20.189.172.32","192.168.0.6","TLSv1.3","157","Application Data"
"16735","394.964185","20.189.172.32","192.168.0.6","TLSv1.3","403","Application Data"
"16736","394.964230","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [ACK] Seq=1699 Ack=4963 Win=65024 Len=0"
"16737","394.964490","20.189.172.32","192.168.0.6","TLSv1.3","81","Application Data"
"16738","394.964554","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [ACK] Seq=1699 Ack=4991 Win=65024 Len=0"
"16739","394.965315","192.168.0.6","20.189.172.32","TLSv1.3","78","Application Data"
"16740","394.965394","192.168.0.6","20.189.172.32","TCP","54","57946  >  443 [FIN, ACK] Seq=1723 Ack=4991 Win=65024 Len=0"
"16741","394.982582","20.201.28.148","192.168.0.6","TCP","56","443  >  57942 [ACK] Seq=7539 Ack=2516 Win=74752 Len=0"
"16742","395.035544","192.168.0.6","142.250.79.138","QUIC","71","Protected Payload (KP0), DCID=eb231fb7656be05c"
"16743","395.093606","142.250.79.138","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"16744","395.123640","20.189.172.32","192.168.0.6","TCP","56","443  >  57948 [ACK] Seq=4511 Ack=1262 Win=4193536 Len=0"
